segment_id,quality,param,p12.5,p25,p50,p75,p87.5
segALL,CLEAN,Oq,0.3208234822549581,0.4158618256969784,0.5047215839660713,0.5757575769882383,0.7150230044053112
segALL,CLEAN,Rq,31.000247146646135,37.80596676472217,50.819716718377535,76.25121285531847,99.89719871753708
segALL,CLEAN,alpha_m,0.375,0.4568263940250569,0.5841591423170771,0.7499999999999999,0.8623697272751457
segALL,CLEAN,T0,0.0007709750566893,0.0008390022675736,0.0009523809523809,0.0011111111111111,0.0012471655328798
segALL,CLEAN,Tp,0.0002721088435374,0.00039607631110175003,0.0005498162564913,0.0007275968330308501,0.0008421468916255
segALL,CLEAN,Te,0.0004761904761904,0.000657596371882,0.0009973167398012002,0.001210856305997225,0.0014227615168361126
segALL,CLEAN,Tc,0.0010182038556518,0.0012039100492562001,0.0014381572924542,0.00175139178218295,0.001991809928057175
segALL,CLEAN,Ta,0.032432085788548184,0.037959876201514746,0.04670351219086385,0.06976191072110399,0.09323084151379855
segALL,CLEAN,pv_cents_T0,76.95640490365868,189.04953238377598,1609.2443014020805,3060.2364990725755,3449.3629414993693
segALL,CLEAN,vibrato_cents_from_T0,41.11440212112743,50.66962442407977,73.84932795547337,93.88447085228208,104.84503098530107
segALL,CLEAN,f0_hz,338.3070714525794,394.5649388273728,448.9848193237491,516.9151930963644,572.2583729741033
segALL,CLEAN,spec_bandwidth_hz,4391.586075687856,5223.81189915542,6087.829436158424,6636.108784208093,6890.712097361822
segALL,CLEAN,spec_centroid_hz,2274.8066781094963,2950.255881702486,3825.4930784078215,4754.418205637221,5239.892808172533
segALL,CLEAN,spec_rolloff_hz,15329.285430908249,16897.592353820906,17792.65022277829,18569.443702697747,18884.619140625
segALL,CLEAN,vibrato_cents_abs,12.430917170170318,15.003402153189846,20.670392992477716,34.20558109780248,55.183877295163484
segALL,CLEAN,zcr,0.0316390991210937,0.0361728668212903,0.0428686141967773,0.0520915985107405,0.0607032775878891
segALL,CLEAN,rms_dbfs,-35.70625674724614,-34.00155925750727,-30.444174289703465,-25.19679144024856,-20.475476622581564
segALL,CLEAN,time_s,10.002460317460317,17.51202947845805,36.27543083900227,53.41232426303855,61.85560090702948
segALL,CLEAN,F1_hz,486.479809029574,522.3261315942884,609.6808790025196,779.8421404572812,883.0656627442623
segALL,CLEAN,F2_hz,994.8320471048976,1028.0910095964286,1125.3602879999773,1331.7404019196056,1453.703899074698
segALL,CLEAN,spec_flatness,0.000180075656477,0.0006261039074632,0.0017072992761271,0.0035273519410281,0.0052408442320386
segALL,CLEAN,H1H2,-9.046105806907462,-5.720512030460169,-0.6449797145350334,3.712031244311615,8.427130193381647
segALL,CLEAN,HNR,16.872442774456182,18.084221357094847,20.16809633934237,21.22280279317794,21.826117183013743
segALL,CLEAN,CPP,1465.7726179970423,1696.2316514301413,1927.4064415682888,2091.614488902734,2180.2526195741
segALL,CLEAN,spectral_flatness_l,0.000180075656477,0.0006261039074632,0.0017072992761271,0.0035273519410281,0.0052408442320386
segALL,CLEAN,mfcc_1,-2189.471963940955,-2175.8254244697787,-2148.112530456692,-1944.042897732341,-1920.1810688463613
segALL,CLEAN,mfcc_2,10.446036486008074,21.262849830610904,36.69546341904006,53.54968709884126,65.19293550992889
segALL,CLEAN,mfcc_3,43.81796149143244,50.50265528470033,60.80610500664586,69.8586706728289,77.07859886771762
segALL,CLEAN,mfcc_4,106.57257767897124,111.98113571824231,119.96397670878044,128.18728903199445,133.71070838228613
segALL,CLEAN,mfcc_5,-3.362285514656909,2.0930678151769166,10.526101245209473,18.70966157341214,24.2141560886874
segALL,SUSPECT,Oq,0.26094693672497327,0.37631432448788693,0.48420357007692383,0.6087129757980992,0.8098289784941048
segALL,SUSPECT,Rq,27.08491120085433,34.72561669669156,58.21646555772152,98.25157493861545,135.39216148293525
segALL,SUSPECT,alpha_m,0.36633180396903897,0.44073033459820976,0.6129032258064516,0.7905839179253091,0.8726646943889675
segALL,SUSPECT,T0,0.0004761904761904,0.000657596371882,0.000907029478458,0.001360544217687,0.0015646258503401
segALL,SUSPECT,Tp,0.00026989011701217497,0.0003723304514084,0.0005521665491852,0.0007278444964451251,0.0009758870167077751
segALL,SUSPECT,Te,0.0004308390022675,0.00069578855923785,0.0010174284679444,0.0012659778070975248,0.0014930423742383124
segALL,SUSPECT,Tc,0.0009135933288811,0.001162986509477,0.0014117335416138,0.0018010937792166,0.0021651614464721
segALL,SUSPECT,Ta,0.030999822000161298,0.036196545962769375,0.0467756542696266,0.07367152069833595,0.09339609005333535
segALL,SUSPECT,pv_cents_T0,150.6370585006306,430.1447650949714,1517.892567917217,2707.607703911743,3429.5771941530866
segALL,SUSPECT,vibrato_cents_from_T0,39.49721194128487,51.97070987482853,77.2528226309502,96.91288220428375,106.9911550507319
segALL,SUSPECT,f0_hz,299.01672255094275,334.4212833154038,395.4056081411584,495.3105441509761,598.1741819668204
segALL,SUSPECT,spec_bandwidth_hz,5579.46072747792,5865.380900335405,6361.065806799279,6722.592457847645,6941.154546363987
segALL,SUSPECT,spec_centroid_hz,3190.860841440028,3518.367332022147,4170.661991295894,4886.805638373321,5388.353856964585
segALL,SUSPECT,spec_rolloff_hz,17317.873585224057,17636.22958660123,18187.48168945303,18704.099822044387,18962.981915473923
segALL,SUSPECT,vibrato_cents_abs,11.73362377092559,14.365837341605584,21.157236262966556,36.438734342955826,58.43628303671636
segALL,SUSPECT,zcr,0.028699994087218888,0.033278942108154,0.04239416122436585,0.05381250381469782,0.06297647953033329
