base,egg,audio,cluster,weight,mu_x,mu_y,cov_xx,cov_xy,cov_yy
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,rms_dbfs,2,0.28686007094015903,-31.250599674150052,0.4998587623609398,9.67868780393457,-0.004379591667702683,0.0530582135287127
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,time_s,0,0.37949146152440894,27.634833918082425,0.5325215004637833,26.080141586401368,0.0295372677213659,0.03905145564070376
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,time_s,1,0.44351153347315,11.285664653877507,0.5079455076945898,10.606810460602658,0.008604740043796766,0.03783987637483669
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,time_s,2,0.17699700500244112,50.1176300608313,0.5285392648959345,11.054769882607802,0.0331901997360786,0.0327984638743075
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,F1_hz,0,0.3974229684647233,498.31786798654736,0.4913966949488714,7042.744406531527,0.9945713989723635,0.005317390730101462
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,F1_hz,1,0.19379598425372752,603.3977874079663,0.724683099641729,22632.120844983816,-17.409137366970086,0.04335749478106353
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,F1_hz,2,0.21615373482731648,393.18362643507965,0.5437436006631106,4146.455402478991,2.811771122355031,0.04614177445137826
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,F1_hz,3,0.1926273124542327,578.6582277020075,0.35039886486340666,9739.366477239975,3.9393456685532047,0.015238072351964418
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,F2_hz,0,0.8072180551444056,974.5654632830691,0.5218946557684161,3798.846108832747,0.022348251230432114,0.036477960118242676
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,F2_hz,1,0.04595334365876327,2030.9840363216954,0.48011439189783917,266579.09271077067,-2.4632242883252755,0.05448263467425792
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,F2_hz,2,0.146828601196831,1187.7163610464556,0.527253942132577,6604.133669461549,0.1597689465919277,0.03744947249201632
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,spec_flatness,0,0.09024188693887361,0.007697848852878393,0.49955760724013204,1.643289478427063e-05,-5.206454276618019e-05,0.046398062016953734
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,spec_flatness,1,0.027826373644453683,0.03451410487177944,0.4758940927732085,0.0006493180588446668,1.2279017887035098e-06,0.05609588043202254
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,spec_flatness,2,0.07252972046832239,0.0015320676664289947,0.9568026171546368,2.158510244154403e-06,-2.6087812962602405e-06,0.0005884377006108852
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,spec_flatness,3,0.8094020189483502,0.0017520564414596684,0.4857868610804167,2.261142823656365e-06,-1.3391348736401279e-05,0.0208497474970707
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,H1H2,0,0.26549560530709376,6.045581806378946,0.4097900919601945,24.836802348572363,0.12981947947489764,0.02466517641378749
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,H1H2,1,0.12631836817955175,14.768391979310731,0.425640820865536,30.69626227180916,0.12594211870204464,0.025068411039995988
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,H1H2,2,0.4245892728913296,4.274208813375691,0.4904699116430645,28.690485442865647,-0.00039239843221963895,0.006144826340521465
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,H1H2,3,0.1835967536220248,3.2454310861973505,0.8175794609562136,64.4584861726882,0.6249233729935175,0.023106158950209125
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,HNR,0,0.8670337089110578,21.752456223495127,0.5232376382275296,2.565400822477638,0.021904831214823853,0.035920239263550154
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,HNR,1,0.13296629108894226,15.316414026315007,0.5046161609916829,11.080490852246973,0.019606343645875407,0.04773461849384297
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,CPP,0,0.29195560951224464,1602.2930391131777,0.675345804139832,169134.39093415605,45.86404744055834,0.055192230993982565
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,CPP,1,0.7080443904877554,1932.230126137747,0.45723958684732674,46286.497442943604,1.2874894667443986,0.016377584560925668
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,spectral_flatness_l,0,0.09024188693887361,0.007697848852878393,0.49955760724013204,1.643289478427063e-05,-5.206454276618019e-05,0.046398062016953734
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,spectral_flatness_l,1,0.027826373644453683,0.03451410487177944,0.4758940927732085,0.0006493180588446668,1.2279017887035098e-06,0.05609588043202254
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,spectral_flatness_l,2,0.07252972046832239,0.0015320676664289947,0.9568026171546368,2.158510244154403e-06,-2.6087812962602405e-06,0.0005884377006108852
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,spectral_flatness_l,3,0.8094020189483502,0.0017520564414596684,0.4857868610804167,2.261142823656365e-06,-1.3391348736401279e-05,0.0208497474970707
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_1,0,0.24203057374249623,-2021.1728680784133,0.641430405213813,5733.189018921431,-4.7618662364891255,0.054712271147876204
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_1,1,0.13592772769295458,-2303.154559076563,0.5543920742280078,1315.6524094869396,-0.3630758563770035,0.04553803461371092
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_1,2,0.11159973704139359,-1814.1582695415866,0.5067750517691932,31725.084410590087,-2.361193877307104,0.048854900351372244
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_1,3,0.5104419615231555,-2053.0060080794806,0.45795203307870436,4208.292582893066,0.26135823202391095,0.013607393366265411
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_2,0,0.36556196526212303,66.78122200936976,0.4919370242075611,549.421065685761,0.18313916715096454,0.004335050829919672
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_2,1,0.17549234956560425,65.23146959255958,0.8154967839562277,562.6282600701825,0.1979629926857246,0.02057153179408175
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_2,2,0.3595105302138619,67.50333527526826,0.4154311393096514,649.9394309286374,0.5795440510682901,0.021575762946340775
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_2,3,0.09943515495841088,-15.114182500170488,0.48894316382323233,1849.0654330445388,0.8597629746982856,0.04982127755187562
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_3,0,0.4910367241366798,73.60140813785709,0.46807611897507784,186.40475701123066,0.13281304110851666,0.008227645229252048
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_3,1,0.06685064893865399,34.93450214815637,0.5450027592342991,1086.4974296892647,1.6841169241943377,0.056567176730026376
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_3,2,0.21447017373220292,59.89640476117334,0.5931635137364398,165.1328769392856,1.0983725546227936,0.06157393635173395
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_3,3,0.2276424531924634,84.30813292092553,0.5597580090593893,133.82083856122836,-0.04483420078248953,0.05993282780998066
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_4,0,0.12657614020880106,111.318798537191,0.6903943631231743,117.70020138216758,0.9082560730720862,0.04287955175758276
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_4,1,0.2701463701155265,126.54902936200793,0.3705175825072968,133.77511622332034,0.38147960184176816,0.01944510938268675
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_4,2,0.18876951827868158,134.14568271918992,0.6964701197855648,293.3648256955986,-1.7674869678802652,0.0452909456270306
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_4,3,0.41450797139699075,118.4193775106714,0.4872358837465005,99.75724899889616,0.06646104044277593,0.005498231292196958
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_5,0,0.4262150821130361,20.26405718174992,0.4748048017880114,102.94067210716602,0.002675328006365549,0.005933134997294076
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_5,1,0.23981386926306333,28.6173202082069,0.5091617988203863,117.58325348454896,0.08665927286032038,0.05231307079838749
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_5,2,0.08516316718062557,0.027369717501964264,0.6767402018428552,533.3964272806548,2.2872811580641486,0.0506592888299638
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Oq,mfcc_5,3,0.24880788144327506,10.471168238833918,0.5579025554374336,130.24814539825203,0.8943094022511802,0.05951281871661202
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,f0_hz,0,0.10708745676144144,214.24995930305562,36.438284897494185,20.721358093840404,3.564355763735437,89.99183447315619
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,f0_hz,1,0.2908371078463966,250.1497539565409,39.61215116499807,65.37698076562549,12.48161258055903,105.67941703183395
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,f0_hz,2,0.4105262658674718,267.0769420142421,80.00993341599806,1062.9875265208823,169.7650739273237,1096.31580011435
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,f0_hz,3,0.19154916952469012,321.2002543566785,49.1856446484823,18.71074313537698,3.7204712035991383,253.18387175937656
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_bandwidth_hz,0,0.37871282808884255,5408.756010663875,37.604678015650315,259087.30384349154,-765.1580901240856,69.33751764781525
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_bandwidth_hz,1,0.23301515800334077,6221.8424492256245,48.343358475508715,395551.6773964135,-5291.103771033823,213.11807269057866
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_bandwidth_hz,2,0.32702819968042535,5516.84762050934,87.28097567096974,340478.11500496167,3343.752412508701,979.015873707613
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_bandwidth_hz,3,0.061243814227391176,7427.865462764338,59.45034209569386,61181.11831082415,-1426.6969074917213,733.9973896598902
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_centroid_hz,0,0.418211024503681,3052.2322796230333,40.06338492799794,230051.09323214096,-340.6658468104346,94.93679664401252
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_centroid_hz,1,0.3901303699073141,3378.8500743357763,74.84453764868962,443710.35308013845,-6973.843177100162,740.8289371682093
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_centroid_hz,2,0.11047751630444,5465.600441586001,34.882530045117136,2963494.6091593583,1603.7523096067569,64.79436948317868
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_centroid_hz,3,0.08118108928456479,5737.643963473394,97.09901277220804,4238081.362326859,-49438.81892312854,1681.967994944476
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_rolloff_hz,0,0.35965087154931275,17360.07632733141,86.1227183162809,1110859.474997479,457.8780475124488,968.7035805176813
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_rolloff_hz,1,0.22699544317313494,17932.254305315793,50.752484298467,1045838.7797414082,-5601.937524347543,188.43511955995282
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_rolloff_hz,2,0.4133536852775523,17195.60850012786,36.76203332512679,1157540.9270630232,-1853.5688558420045,64.91917010765185
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,vibrato_cents_abs,0,0.26211679912294805,50.2297128704139,40.50579734528408,447.1464945297302,6.32127809406207,106.39063304437595
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,vibrato_cents_abs,1,0.3225633052444894,21.552524367859345,74.49031296855975,67.24385797566894,-59.358240205080314,684.9516592265885
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,vibrato_cents_abs,2,0.29284025745931114,16.245041581093602,38.40297592410342,16.087300498104398,-5.451930196025853,81.69886951835464
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,vibrato_cents_abs,3,0.12247963817325132,58.85775719747424,94.59803210305087,788.623449872696,-473.3821209701039,1330.523601497134
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,zcr,0,0.08299559493408697,0.08731470900139536,48.175134071492444,0.0018480156092647029,0.007220770161335039,386.40099326385973
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,zcr,1,0.1004418402835232,0.04595413216200541,104.42466685840266,0.0003268015259731362,-0.19668421055314353,1457.697186828836
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,zcr,2,0.2744954148368125,0.0311297320764877,79.24848382762923,6.533443673569743e-05,-8.43637884897192e-05,494.7904620633696
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,zcr,3,0.5420671499455773,0.035098362780042365,39.571001962592895,9.740417756217566e-05,-0.003277311655611901,99.5979957008972
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,rms_dbfs,0,0.4982914932362108,-29.39972346755566,36.308911701179646,9.881998206592117,3.140644146867416,63.10859144371461
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,rms_dbfs,1,0.05159585329953175,-29.34956470357682,136.12891385195056,9.129916698830565,-1.4248093478066415,538.9951936114091
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,rms_dbfs,2,0.1743814807797831,-29.469617280145062,93.90864909908835,9.214421060648386,4.031108934742009,195.77036478944643
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,rms_dbfs,3,0.2757311726844743,-29.391538272556666,58.74699105446278,8.132167661932472,2.219690753353864,119.74169083150848
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,time_s,0,0.2882661658585471,34.21407779380553,37.9736739299538,167.5691450805993,12.197132441281633,80.52659827242779
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,time_s,1,0.14690285559631436,36.58660487078911,99.54159426227231,196.73010142778833,-214.66931865529912,1178.8998240080032
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,time_s,2,0.2797742084613788,10.616753809809587,41.497326993824494,9.556758149262786,0.8602225202256614,135.336441640219
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,time_s,3,0.2850567700837597,19.982480324514373,71.95431165264625,64.37726235535327,-87.94337814172721,581.4000088343516
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,F1_hz,0,0.5512620585863839,514.9561783600951,38.95060170752851,13249.661811282054,-66.11818223079311,91.67026325489852
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,F1_hz,1,0.19299663114230597,594.4987676352822,93.09069297172464,25366.709020488823,-2397.309696890891,1317.8152680480505
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,F1_hz,2,0.2557413102713101,451.80088464148275,71.3157452636817,7511.294645977332,-111.6603251592622,445.71370535859353
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,F2_hz,0,0.5237553120820966,977.0102717654225,40.79630756646721,3792.589765081581,33.82800172546869,123.19791502912429
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,F2_hz,1,0.01726116241461217,2380.151611483839,35.05503209134563,88384.26449305637,-727.6767884674588,87.43707827158151
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,F2_hz,2,0.42090596650367723,1044.5069736711923,79.18478782792054,16633.410369422614,-953.1293580079475,1059.0780767361862
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,F2_hz,3,0.038077558999614056,1778.5854330913303,62.36844369932254,275746.52305560175,8122.140429246831,954.7404385080192
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_flatness,0,0.3019538143204847,0.0023526125984600237,35.70708396452836,4.398384775142008e-06,-0.0004962363561198829,52.175383069110254
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_flatness,1,0.19386595675442148,0.001764759834050435,102.06278210101716,2.5565392647073133e-06,0.0012127117780557323,792.9707802390628
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_flatness,2,0.08554673264428973,0.019058267060318396,57.98357005577225,0.000362156853821473,-0.0401882550567976,935.0541862191136
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spec_flatness,3,0.41863349628080426,0.0017716276902621278,52.93824180466679,2.392054866041939e-06,0.0006283371776854655,272.6797056333179
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,H1H2,0,0.5013326095960519,5.508956598119152,36.374554833313965,56.406566065369695,-5.672502993387734,63.70334796286415
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,H1H2,1,0.17308822624870399,6.978963919724595,93.96111403691222,48.05968807002668,7.916665567333388,191.06430946359038
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,H1H2,2,0.2736216202015754,6.03623029445318,58.91474716870846,43.83322878437449,-4.457159639749896,119.46229866703682
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,H1H2,3,0.05195754395366875,5.227286923450933,136.08714243897694,44.324241762368686,17.76243986256317,534.711843651464
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,HNR,0,0.32672702353523375,21.972942992933,54.48673118124785,2.1004049200522337,1.4412681281559796,275.7789295046565
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,HNR,1,0.17850432709919226,21.964098255862375,101.39873255093576,2.690859810798932,-10.257158498010996,863.1074993871581
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,HNR,2,0.1528376674815755,15.754992408358431,60.915485025417965,13.643874294533749,26.702869587861255,900.6909469502092
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,HNR,3,0.34193098188399845,21.392717733462604,36.45174360693194,3.234550030333614,-0.5693193561704225,57.7724035076335
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,CPP,0,0.311300514152125,2011.1623416004606,43.06520500028047,31107.67167956938,-564.3523219718228,146.43656346467336
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,CPP,1,0.2736899595270411,1706.2777425537377,37.491812718551685,81384.13146492875,-158.70203449437952,71.99269030368905
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,CPP,2,0.08062394277736605,1202.1944892986814,69.51539324490405,139105.5554745214,3205.2488798379018,965.3977536113327
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,CPP,3,0.33438558354346776,1914.0533726324322,84.98708816597211,52827.483279866894,-37.631172624924844,953.7493982940871
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spectral_flatness_l,0,0.3019538143204847,0.0023526125984600237,35.70708396452836,4.398384775142008e-06,-0.0004962363561198829,52.175383069110254
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spectral_flatness_l,1,0.19386595675442148,0.001764759834050435,102.06278210101716,2.5565392647073133e-06,0.0012127117780557323,792.9707802390628
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spectral_flatness_l,2,0.08554673264428973,0.019058267060318396,57.98357005577225,0.000362156853821473,-0.0401882550567976,935.0541862191136
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,spectral_flatness_l,3,0.41863349628080426,0.0017716276902621278,52.93824180466679,2.392054866041939e-06,0.0006283371776854655,272.6797056333179
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_1,0,0.34068502354049596,-2054.878948280365,80.05557019853926,5077.23876129887,63.39655306063943,954.9634791767186
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_1,1,0.4247970683963702,-2036.9950720487793,38.98150415316173,6260.743427860442,-29.23885397985554,89.45058415613278
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_1,2,0.13965859614279452,-2305.2795316324105,59.124085889635566,1158.3971446895814,-87.97505973483624,957.3059588592213
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_1,3,0.09485931192033942,-1763.5124103009107,59.037598637664836,24866.974251572854,-613.9517019975415,886.819387729495
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_2,0,0.279223147775967,69.76979434908586,47.996296525031475,590.6678053624207,-105.69572544595688,135.09789225332597
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_2,1,0.33339534388852154,68.80508733614602,86.89417908297771,539.6065910097043,-75.23057656197932,950.7297854411153
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_2,2,0.31039215208326576,55.80442063680788,35.19217829306966,805.3476428247991,20.650886090409806,53.20766810610092
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_2,3,0.07698935625224555,-32.15172594392831,57.0890297547021,1222.756322292978,54.800525300630326,802.6098401370443
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_3,0,0.4825739545506748,73.42699236421052,38.351255787035825,231.91763132830127,7.729750484437277,81.78370200456625
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_3,1,0.2637903800593958,75.42911257758672,73.52309172168164,190.2616020850647,20.9080079415484,393.5313763169613
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_3,2,0.12364982391329915,47.7526297484922,45.82840107987863,934.9789942601165,4.772484322151768,230.97246937904464
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_3,3,0.1299858414766302,66.56106610775433,108.6406024043559,379.8857532624116,81.03796162733694,980.4212296671775
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_4,0,0.3960119997543914,118.22986367187502,37.382420922879625,123.97250740886327,2.143481566344768,73.05009622447803
merged_pre_id4-id5-id6-id8_solo_segALL_CLEAN,Rq,mfcc_4,1,0.27702611469996263,119.27434410085014,75.06908893387673,117.00299051589754,-11.395327398466865,408.26352388902177
